id,target
250,0.8452084681442731
251,0.616130827145906
252,0.7672052760741112
253,0.8771779964779002
254,0.5528910571452526
255,0.42071272428392453
256,0.5826228954302817
257,0.16019187037815333
258,0.900847680602197
259,0.19332132918859396
260,0.8059992691074191
261,0.38836361003241066
262,0.41670580731505263
263,0.9027332192432259
264,0.27136075854681163
265,0.899529939789641
266,0.5028723119478645
267,0.9119954652022986
268,0.6171244606313161
269,0.4764865817277223
270,0.6924295654586551
271,0.9023960082772523
272,0.7071889896167974
273,0.5829559761617514
274,0.41339256607336716
275,0.8000177919829753
276,0.05681641598167935
277,0.9286786836275647
278,0.8575561779871317
279,0.7926152764563178
280,0.5194933816741553
281,0.554509817145876
282,0.7011879548313932
283,0.26908751322340496
284,0.7981298725931494
285,0.31314436885293323
286,0.6059267628128261
287,0.563050913973421
288,0.9056685464116604
289,0.9576218993360541
290,0.7575287588545275
291,0.4577106450826398
292,0.7595756915324013
293,0.7539095629691559
294,0.5330376319995094
295,0.8110501965679785
296,0.8144093989916924
297,0.8658653845367844
298,0.8431992490031984
299,0.3376219564890836
300,0.6033043677953561
301,0.7205348368819467
302,0.898263676986698
303,0.9040596473540159
304,0.6227647882034755
305,0.8408910993956616
306,0.9798429666645666
307,0.8734652354472615
308,0.9675400963601579
309,0.18697458299405156
310,0.9034014764709616
311,0.9114983306992573
312,0.9658454903850917
313,0.8062808500678493
314,0.1626155810170287
315,0.348918352416677
316,0.8659636080259336
317,0.9117274229912975
318,0.1220148711380631
319,0.9322535957179858
320,0.7971550156711125
321,0.6203733854998746
322,0.6239441057519234
323,0.9241114645746935
324,0.8830057600858049
325,0.6940933290482956
326,0.34701210491293205
327,0.4443553095023873
328,0.45989374358721463
329,0.7069936712179322
330,0.18928046105014382
331,0.5821704146598015
332,0.2628201960514369
333,0.13113407568828825
334,0.9458674864155333
335,0.8389795985403479
336,0.5309271221260754
337,0.6832870946888034
338,0.8186172700615361
339,0.2708122122184963
340,0.9397835809039893
341,0.23194629894851113
342,0.6672212061140821
343,0.8779652373674481
344,0.954710295648821
345,0.5967820310234776
346,0.6587720158926451
347,0.5979455616911195
348,0.9142801160725029
349,0.8257558063793884
350,0.8851687127954636
351,0.7750128884204812
352,0.5370642172872019
353,0.5305889445192852
354,0.7341963279395385
355,0.876873568814204
356,0.1740975977190567
357,0.5376882237447477
358,0.6668640990490756
359,0.8361953111413836
360,0.9569135268041716
361,0.7092462618708797
362,0.3176647892785817
363,0.911588507185601
364,0.7052596674972029
365,0.04632340573021573
366,0.7643037887760185
367,0.6977495415193998
368,0.16717841575856332
369,0.9460972719071121
370,0.5750542165965297
371,0.8030887909414762
372,0.19394494235882498
373,0.6298266335047453
374,0.8613884442637121
375,0.9337824423543147
376,0.3009436546207103
377,0.4331593248368473
378,0.8162774929609576
379,0.24419669612856335
380,0.6532056497923392
381,0.9247149115881935
382,0.9256489387547653
383,0.9413211289864615
384,0.6356755929208081
385,0.7303773152815014
386,0.9605247773167435
387,0.7850589632747789
388,0.04691646812521205
389,0.22347182806397894
390,0.9280371429429641
391,0.4060014134297735
392,0.746310223493529
393,0.6631928086783564
394,0.8482158882807898
395,0.8835755351475371
396,0.18010135336990551
397,0.6144456290304517
398,0.8373724639450927
399,0.8062441494821971
400,0.7213320599932711
401,0.773145997539825
402,0.1147520396126802
403,0.5067036057740885
404,0.5485072637898316
405,0.9332428731172008
406,0.6743291124559458
